id,author,title,year,tag
606,"Kusaka, Taichi and Okuda, Takashi and Ideguchi, Tetsuo and Tian, Xuejun",Queuing Theoretic Approach To Server Allocation Problem In Time-delay Cloud Computing Systems,2011,itc23
607,"Hyytia, E. and Penttinen, A. and Aalto, S. and Virtamo, J.",Dispatching Problem with Fixed Size Jobs and Processor Sharing Discipline,2011,itc23
608,"Bonald, Thomas and Haddad, Jean-Paul and Mazumdar, Ravi R.",Congestion in Large Balanced Multirate Links,2011,itc23
609,"Bianzino, Aruna Prem and Chaudet, Claude and Rossi, Dario and Rougier, Jean-Louis and Moretti, Stefano",The Green-Game: Striking a Balance between QoS and Energy Saving,2011,itc23
610,"Pacifici, Valentino and D{\'a}n, Gyorgy",Selfish Content Replication on Graphs,2011,itc23
611,"{\O}sterb\&oslash;, Olav",Scheduling and Capacity Estimation in LTE,2011,itc23
612,"Leu, Darren and P and ey, Vijoy",t-LAG: A distributed LAG mechanism for TRILL enabled Fabrics,2011,itc23
613,"Heidinger, Emanuel",Rare Events in Network Simulation Using MIP,2011,itc23
614,"Lehrieder, Frank and Pacifici, Valentino and D{\'a}n, Gyorgy",On the Benefits of P2P Cache Capacity Allocation,2011,itc23
615,"Watabe, Kohei and Aida, Masaki",On Modeling of Fluctuations in Quasi-Static Approach Describing the Temporal Evolution of Retry Traffic,2011,itc23
616,"McKeown, Nick",Software Defined Networks,2011,itc23
617,"Katib, Iyad and Medhi, Deep",A Study on Layer Correlation Effects Through a Multilayer Network Optimization Problem,2011,itc23
618,"Beshir, Anteneh and Kuipers, Fernando and Orda, Ariel and van Mieghem, Piet",Survivable Impairment-Aware Traffic Grooming in WDM Rings,2011,itc23
619,"Beekhuizen, Paul and Resing, Jacques",A Saturated Tree Network of Polling Stations with Flow Control,2011,itc23
620,"Liu, Xuan and Medhi, Deep",Performance Impacts Due to Number Portability under Various Routing Schemes,2011,itc23
621,"Jean, Walrand",Scheduling in Networks,2011,itc23
622,"Ravinder, Sunil and Nascimento, Mario A. and MacGregor, M.H.",Two-level Cache Architecture to Reduce Memory Accesses for IP Lookups,2011,itc23
623,"Barabash, Katherine and Cohen, Rami and Hadas, David and Jain, Vinit and Recio, Renato and Rochwerger, Benny",A Case for Overlays in DCN Virtualization,2011,itc23
624,"Nakagawa, Yukihiro and Hyoudou, Kazuki and Kobayashi, Shinji and Shiraki, Osamu and Shimizu, Takeshi",Automated Migration of Port Profile for Multi-level Switches,2011,itc23
625,"Ramakrishnan, K.K.",Using the Internet Protocol suite to build an end-end IPTV service,2011,itc23
626,"Dunbar, Linda",Address Resolution Scalability for VPN oriented Data Center Services,2011,itc23
627,"Misiunas, N. and Ghandi, P. and Chandra, K and Remany, R. and Thompson, C.",Wideband Spectrum Sensing Experiments in Indoor Wireless Channels,2011,itc23
628,"Guo, Zhiyang and Yang, Yuanyuan",Pipelining Multicast Scheduling in All-Optical Packet Switches with Delay Guarantee,2011,itc23
629,"Pileggi, Paolo and Bianchi, Giuseppe",Traffic-Centric Modeling of Future Wireless Internet Access Technologies,2011,itc23
630,"Dong, Wei and Ge, Zihui and Lee, Seungjoon",3G Meets the Internet: Understanding the Performance of Hierarchical Routing in 3G Networks,2011,itc23
631,"Farah, Tanjila and Lally, Sukhch and an and Gill, Rajvir and Al-Rousan, Nabil and Paul, Ravinder and Xu, Don and Trajkovic, Ljiljana",Collection of BCNET BGP Traffic,2011,itc23
632,"Zhao, Liang and Li, Ming and Zaki, Yasir and Timm-Giel, Andreas and Goerg, Carmelita",LTE Virtualization: from Theoretical Gain to Practical Solution,2011,itc23
633,"Qian, Haiyang and Medhi, Deep",Estimating Optimal Cost of Allocating Virtualized Resources with Dynamic Demand,2011,itc23
634,"Mikoshi, Taiju and Takenaka, Toyofumi and Sugiyama, Ryuta and Masuda, Akeo and Shiomoto, Kohei",Multi-Layer Network Topology Design for Large-Scale Network,2011,itc23
635,"Zhang, Ying and Johansson, Ingemar and Green, Howard and Tatipamula, Mallik",Metering Re-ECN: Performance Evaluation and its Applicability in Cellular Networks,2011,itc23
636,"Bowden, Rhys and Nguyen, Hung X. and Falkner, Nickolas and Knight, Simon and Roughan, Matthew",Planarity of Data Networks,2011,itc23
637,"Hu, Rose Qingyang and Talwar, Shilpa and Zong, Pingping","Cooperative, Green and Mobile Heterogeneous Wireless Networks",2011,itc23
638,"Gong, Dawei and Zhao, Miao and Yang, Yuanyuan",Topology Control and Channel Assignment in Lossy Wireless Sensor Networks,2011,itc23
639,"Casas, Pedro and Mazel, Johan and Owezarski, Philippe",MINETRAC: Mining Flows for Unsupervised Analysis \& Semi-Supervised Classification,2011,itc23
640,"Bak, Andrzej and Gajowniczek, Piotr and Pilarski, Marcin",Gaussian Approximation of CDN Call Level Traffic,2011,itc23
641,"Heegaard, Prof. Poul E. and Trivedi, Prof. Kishor S.",Network Survivability Modeling and Quantification,2011,itc23
642,"Juluri, Parikshit and Plissonneau, Louis and Medhi, Deep",Pytomo: A Tool for Analyzing Playback Quality of YouTube Videos,2011,itc23
643,"Liu, Chen and MacGregor, M. H. and Harms, Janelle",MG-Local: A Multivariable Control Framework for Optimal Wireless Resource Management,2011,itc23
644,"Viet, Ho Trong and Deville, Yves and Bonaventure, Olivier and Francois, Pierre",Traffic Engineering for Multiple Spanning Tree Protocol in Large Data Centers,2011,itc23
645,"Carofiglio, Giovanna and Gallo, Massimo and Muscariello, Luca and Perino, Diego",Modeling Data Transfer in Content-Centric Networking,2011,itc23
646,"Jarschel, Michael and Oechsner, Simon and Schlosser, Daniel and Pries, Rastin and Goll, Sebastian and Tran-Gia, Phuoc",Modeling and Performance Evaluation of an OpenFlow Architecture,2011,itc23
647,"Kempf, James and Whyte, Scott and Ellithorpe, Jonathan and Kazemian, Peyman and Haitjema, Mart and Beheshti, Neda and Stuart, Stephen and Green, Howard",OpenFlow MPLS and the Open Source Label Switched Router,2011,itc23
648,"Eshete, Addisu and Jiang, Yuming",Approximate Fairness Through Limited Flow List,2011,itc23
649,"Zhao, Miao and Li, Ji and Yang, Yuanyuan",Joint Mobile Energy Replenishment and Data Gathering in Wireless Rechargeable Sensor Networks,2011,itc23
650,"Ho�feld, Tobias and Hirth, Matthias and Tran-Gia, Phuoc",Modeling of Crowdsourcing Platforms and Granularity of Work Organization in Future Internet,2011,itc23
651,"Venkatramani, Anjan","Bubbles, Shadows and Fabrics: Overcoming Challenges in Traditional DCs with a Single-tier Architecture",2011,itc23
652,"Ho�feld, Tobias and Biedermann, Sebastian and Schatz, Raimund and Platzer, Alexander and Egger, Sebastian and Fiedler, Markus",The Memory Effect and Its Implications on Web QoE Modeling,2011,itc23
653,"Shao, Xun and Hasegawa, Go and Taniguchi, Yoshiaki and Nakano, Hirotaka",The Implication of Overlay Routing on ISPs' Connecting Strategies,2011,itc23
654,"Liebeherr, Jorg and Valipour, Majid",Dissemination of Address Bindings in Multi-substrate Overlay Networks,2011,itc23
655,"Auge, Jordan and Oueslati, Sara and Roberts, James",Measurement-Based Admission Control for Flow-Aware Implicit Service Differentiation,2011,itc23
656,"Robert, Philippe and Roberts, James",A Flow-aware MAC Protocol for a Passive Optical Metropolitan Area Network,2011,itc23
657,"Bonald, Thomas and Indre, Raluca-Maria and Oueslati, Sara",Adaptive Optical Burst Switching,2011,itc23
658,"Lassoued, Imed and Barakat, Chadi",A Multi-task Adaptive Monitoring System Combining Different Sampling Primitives,2011,itc23
659,"Asai, Hirochika and Fukuda, Kensuke and Esaki, Hiroshi",Traffic Causality Graphs: Profiling Network Applications through Temporal and Spatial Causality of Flows,2011,itc23
660,"Widjaja, Indra and Nuzman, Carl",Mitigating Signaling Overhead from Multi-Mode Mobile Terminals,2011,itc23
661,"Fiedler, Markus",Teletraffic Models for Quality of Experience Assessment,2011,itc23
662,"Bouman, Niek and Borst, Sem and van Leeuwaarden, Johan and Proutiere, Alexandre",Backlog-Based Random Access in Wireless Networks: Fluid Limits and Delay Issues,2011,itc23
663,"Pantazopoulos, Panagiotis and Karaliopoulos, Merkourios and Stavrakakis, Ioannis",Centrality-driven Scalable Service Migration,2011,itc23
664,"Ali, Arshad and Altman, Eitan and Chahed, Tijani and Manoj, Panda and Sassatelli, Lucile",A New Reliable Transport Scheme in Delay Tolerant Networks Based on Acknowledgments and Random Linear Coding,2011,itc23
665,"Hanay, Y. Sinan and Koizumi, Yuki and Arakawa, Shinichi and Murata, Masayuki",Virtual Network Topology Control with Oja and APEX Learning,NAN,itc24
666,"Sosnowski, M. and Burakowski, W.",Evaluation of mean waiting time in the system with vacations,2012,itc24
667,"Nousiainen, Jarno and Virtamo, Jorma and Lassila, Pasi",Multidirectional Forwarding Capacity in a Massively Dense Wireless Network,2012,itc24
668,"Mitra, Debasis and Wang, Qiong",A Model-based Study of the Impact of Managed Services and the Spawning of Applications in Broadband Networks,2012,itc24
669,"Rogowski, Jan and Tarasiuk, Halina",Comparison of loss-based overload control mechanisms in signaling system with SIP protocol,2012,itc24
670,"Shaikh, Junaid and Fiedler, Markus and Arlos, Patrik and Collange, Denis",Modeling and Analysis of Web Usage and Experience Based on Link-Level Measurements,2012,itc24
671,"Mashaly, Maggie and Kuhn, Paul J.",Load Balancing in Cloud-based Content Delivery Networks using Adaptive Server Activation/Deactivation,2012,itc24
672,"Rusek, Krzysztof and Papir, Zdzislaw",MAP/SM/1/b Model of Packet Buffer,2012,itc24
673,"Plissonneau, Louis and Biersack, Ernst and Juluri, Parikshit",Analyzing the Impact of YouTube Delivery Policies on User Experience,2012,itc24
674,"Minnebo, Wouter and van Houdt, Benny",Pull versus Push Mechanism in Large Distributed Networks: Closed Form Results,2012,itc24
675,"Pavlou, George","Information-Centric Networking and In-Network Caching: Overview, Trends and Challenges",2012,itc24
676,"Schulzrinne, Henning","Transitioning to a VoIP PSTN \&ndash; the Intersection of Technology, Economics and Regulation",2012,itc24
677,"Mata, Felipe and Zuraniewski, Piotr and Mandjes, Michel and Mellia, Marco",Anomaly Detection in VoIP Traffic with Trends,2012,itc24
678,"Bianchi, Giuseppe and Duffy, Ken and Leith, Douglas and Shneer, Vsevolod",Modeling Conservative Updates in Multi-Hash Approximate Count Sketches,2012,itc24
679,"K. Forde, Timothy and Macaluso, Irene and Doyle, Linda E.",Managing Spectrum into Abundance,2012,itc24
680,"Coucheney, Pierre and Mailley, Patrick and Guijarroz, Luis",Impact of the Backbone Network Market Structure on the ISP Competition,2012,itc24
681,"Kuklinski, Slawomir",Comparative analysis of different autonomic management architectures,2012,itc24
682,"Birmiwal, Sharad and Mazumdar, Ravi R. and Sundaram, Shreyas",Processor Sharing and Pricing Implications,2012,itc24
683,"Ma, Richard T. B. and {Lui, John C. S. Misra}, Vishal",A Preference Model for Deciding the Market Share of Network Service Providers,2012,itc24
684,"Danda, Jacek and Kobylarz, Dominik",A common Interface to Transfer Data Between Telemedicine Devices and Smartphones for Monitoring of Chronic Diseases,2012,itc24
685,"Tan, Jian and Feng, Hanhua and Meng, Xiaoqiao and Zhang, Li",Heavy-traffic Analysis of Cloud Provisioning,2012,itc24
686,"Maguluri, Siva Theja and Srikant, R. and Ying, Lei",Heavy Traffic Optimal Resource Allocation Algorithms for Cloud Computing Clusters,2012,itc24
687,"Lautenschlager, Wolfram and Feller, Frank",Light-Weight Traffic Parameter Estimation for On-Line Bandwidth Provisioning,2012,itc24
688,"Carroll, Raymond",Bio-inspired Future Service Environments,2012,itc24
689,"Janaszka, Tomasz and Bursztynowski, Dariusz and Dzida, Mateusz",On Popularity-Based Load Balancing in Content Networks,2012,itc24
690,"Kauffmann, Bruno",Inverse Problems in Bandwidth Sharing Networks,2012,itc24
691,"Wamser, Florian and Staehle, Dirk and Prokopecy, Jan and Maederz, Andreas and Tran-Gia, Phuoc",Utilizing Buffered YouTube Playtime for QoE-Oriented Scheduling in OFDMA Networks,2012,itc24
692,"Jacko, Peter and Villar, Sofia S.",Opportunistic Schedulers for Optimal Scheduling of Flows in Wireless Systems with ARQ Feedback,2012,itc24
693,"Burger, Valentin and Lehrieder, Frank and Ho{�}feld, Tobias and Seedorf, Jan",Who Profits from Peer-to-Peer File-Sharing? Traffic Optimization Potential in BitTorrent Swarms,2012,itc24
694,"Liu, Yun and Zhu, Bocheng",Amelioration of Five Phase Reservation Protocol on Contention Probability Calculation,2012,itc24
695,"Vlasiou, Maria and Zhang, Jiheng and Zwart, Bert and van der Mei, Rob",Separation of Timescales in a Two-Layered Network,2012,itc24
696,"Kobayashi, Hisashi",Modeling and Analysis Issues in the Future Internet,2012,itc24
697,"Kamamura, Shohei and Koizumi, Yuki and Shimazaki, Daisaku and Miyamura, Takashi and Arakawa, Shinichi and Shiomoto, Kohei and Hiramatsu, Atsushi and Murata, Masayuki",Attractor Selection-based Virtual Network Topology Control with Dynamic Threshold Reconfiguration for Managed Self-organization Network,2012,itc24
698,"Galis, Prof. Alex",Towards Self-management in Software Driven Networks,2012,itc24
699,"Altman, Eitan and Jimenez, Tania and Hayel, Yezekael",Modeling the impact of horizontal and vertical monopolies in the telecommunication market on the diversity of accessing content,2012,itc24
700,"Androutsos, Athanassios",A Note on Federation Management: Autonomic Resource Allocation with Economic-enhanced Agents,2012,itc24
701,"Huang, Zhe and Tsang, Danny H.K. and She, James",A Virtual Machine Consolidation Framework for MapReduce Enabled Computing Clouds,2012,itc24
702,"Ferragut, Andres and Paganini, Fern",Content Dynamics in P2P Networks from Queueing and Fluid Perspectives,2012,itc24
703,"Yap, Kok-Kiong and McKeown, Nick and Katti, Sachin",Multi-Server Generalized Processor Sharing,2012,itc24
704,"Fricker, Christine and Robert, Philippe and Roberts, James",A Versatile and Accurate Approximation for LRU Cache Performance,2012,itc24
705,"Hamaide, Jean-Pierre",Future of Optics in Communications and Networking,2012,itc24
706,"Ghiassi-Farrokhfal, Yashar and Ciucu, Florin",On the Impact of Finite Buffers on Per-Flow Delays in FIFO Queues,2012,itc24
707,"Abhishek, Vineet and Hajek, Bruce",On the Incentive to Deviate in Core Selecting Combinatorial Auctions,2012,itc24
708,"Antunes, Nelson and Pipira, Vladas",Inverting Flow Durations from Sampled Traffic,2012,itc24
709,"Danilewicz, Grzegorz and Dziuba, Marcin",MSMPS Packet Scheduling Algorithm for VOQ Switches,2012,itc24
710,"Bosman, J.W. and van der Mei, R.D. and Nunez-Queijaz, R.",A Fluid Model Analysis of Streaming Media in the Presence of time-varying Bandwidth,2012,itc24
711,"Jordan, Scott and Shaffer, Gwen",Principles of Device Attachment and Control,2012,itc24
712,"Gourdin, Eric and Wang, Yuhui",Some Further Investigation on Maximum Throughput: Does Network Coding Really Help ?,2012,itc24
713,"Indre, Raluca-Maria and Bonald, Thomas and Cuda, Davide and Noirie, Ludovic",Towards All-Optical Packet Networks,2012,itc24
714,"Ibrahim, Ghida",Computing Resources Placement in a Multi-CDN Context,2012,itc24
715,"Duan, Lingjie and Huang, Jianwei and Shou, Biying",Femtocell Service Provision with Dual Channel Competition,2012,itc24
716,"van den Berg, Hans",Developments on self-organization in mobile access networks,2012,itc24
717,"Drazic, Boris and Liebeherr, Jörg",Improving routing scalability in networks with dynamic substrates,2014,itc25
718,"Huang, Yue-Cai and Ko, King-Tim and Zukerman, Moshe",Performance approximations for non-real-time traffic in an integrated service system,2013,itc25
719,"Jiang, Yuming",Stochastic service curve and delay bound analysis: A single node case,2013,itc25
720,"De Cuypere, Eline and De Turck, Koen and Wittevrongel, Sabine and Fiems, Dieter",Markovian SIR model for opinion propagation,2013,itc25
721,"Guillemin, Fabrice and Kauffmann, Bruno and Moteau, Stephanie and Simonian, Alain",Experimental analysis of caching efficiency for YouTube traffic in an ISP network,2013,itc25
722,"Gong, YiXi and Rossi, Dario and Leonardi, Emilio",Modeling the interdependency of low-priority congestion control and active queue management,2013,itc25
723,"Roberts, James and Sbihi, Nada",Exploring the memory-bandwidth tradeoff in an information-centric network,2013,itc25
724,"Qin, Yang and Shi, Yao and Sun, Qiwei and Zhao, Liqun",Analysis for unfairness of TCP outcast problem in data center networks,2013,itc25
725,"Noldus, Rogier and Van Mieghem, Piet","Effect of degree-preserving, assortative rewiring on OSPF router configuration",2013,itc25
726,"Wang, Yue",On deriving stable backlog bounds by stochastic network calculus,2013,itc25
727,"Ciarrocchi, Marcos and Bianzino, Aruna Prem and Mellia, Marco and Donadio, Pasquale and Parladori, Giorgio",Energy-aware weight assignment framework for circuit oriented GMPLS networks,2013,itc25
728,"Azimdoost, Bita and Westphal, Cedric and Sadjadpour, Hamid R",On the throughput capacity of information-centric networks,2013,itc25
729,"Wong, Eric WM and Guo, Jun and Moran, Bill and Zukerman, Moshe",Information exchange surrogates for approximation of blocking probabilities in overflow loss systems,2013,itc25
730,"Singh, Chandramani K and Chen, Chung Shue",Distributed downlink resource allocation in cellular networks through spatial adaptive play,2013,itc25
731,"Chahin, Wissam and Sidi, Habib and El-Azouzi, Rachid and De Pellegrini, Francesco and Walrand, Jean",Incentive mechanisms based on Minority Games in heterogeneous Delay Tolerant Networks,2013,itc25
732,"Hoekstra, Geert Jan and van der Mei, Robert D and Diaz-Feraren, N",Engineering elastic traffic in TCP-based networks: Processor sharing and effective service time,2013,itc25
733,"Saito, Hiroshi",Observability and independence in distributed sensing and its application,2013,itc25
734,"Cui, Lin and Jia, Weijia",Weighted capacitated Popular Matching for task assignment in Multi-Camera Networks,2013,itc25
735,"Khalid, Abdulfetah and Lassila, Pasi and Aalto, Samuli",Load balancing of elastic data traffic in heterogeneous wireless networks,2013,itc25
736,"Arfeen, Muhammad Asad and Pawlikowski, Krzysztof and McNickle, D and Willig, Andreas",The role of the Weibull distribution in internet traffic modeling,2013,itc25
737,"Khuhawar, Faheem and Mellia, Marco and Meo, Michela",Modeling the interaction between TCP and rate adaptation at links,2013,itc25
738,"Decreusefond, Laurent and Vu, Thanh-Tung and Martins, Philippe",Modeling energy consumption in cellular networks,2013,itc25
739,"Pasztor, Bence and Hui, Pan",OSone: A distributed operating system for energy efficient Sensor Network,2013,itc25
740,"Wang, Hao and Schmitt, Jens and Ciucu, Florin",Performance modelling and analysis of unreliable links with retransmissions using network calculus,2013,itc25
741,"Ludwig, Arne and Schmid, Stefan and Feldmann, Anja",Specificity vs. flexibility: On the embedding cost of a virtual network,2013,itc25
742,"Yazici, Mehmet Akif and Akar, Nail",Analysis of continuous feedback Markov fluid queues and its applications to modeling Optical Burst Switching,2013,itc25
743,"Hoekstra, Geert Jan and van der Mei, Robert D and Bosman, Joost W",Efficient traffic splitting in parallel TCP-based wireless networks: modelling and experimental evaluation,2013,itc25
744,"Arvidsson, {\AA}ke and Du, Manxing and Aurelius, Andreas and Kihl, Maria",Analysis of user demand patterns and locality for YouTube traffic.,2013,itc25
745,"Lutu, Andra and Pelsser, Cristel and Bagnulo, Marcelo and Cho, Kenjiro",The aftermath of prefix deaggregation,2013,itc25
746,"Gaivoronski, Alexei A and Strasunskas, Darijus and Nesse, Per J and Svaet, Stein",Beyond best effort: Choosing connectivity portfolio for cloud brokering platform by risk/profit tradeoff,2013,itc25
747,"Hock, David and Hartmann, Matthias and Gebert, Steffen and Jarschel, Michael and Zinner, Thomas and Tran-Gia, Phuoc",Pareto-optimal resilient controller placement in SDN-based core networks,2013,itc25
748,"Casas, Pedro and Fiadino, Pierdomenico and Bar, Arian",IP mining: Extracting knowledge from the dynamics of the Internet addressing space,2013,itc25
749,"Guan, Xinjie and Wan, Xili and Kawahara, Ryoichi and Saito, Hiroshi",An online framework for flow round trip time measurement,2013,itc25
750,"Haddad, Majed and Wiecek, Piotr and Altman, Eitan and Sidi, Habib",A game theoretic approach for the association problem in two-tier HetNets,2013,itc25
751,"Bejan, Andrei Iu and Gibbens, Richard J and Lim, Yeon-sup and Towsley, Don",A performance analysis study of multipath routing in a hybrid network with mobile users,2013,itc25
752,"Wang, Tian and Jia, Weijia and Zhong, Bineng",Maximizing streaming flows based on a novel video streaming framework,2013,itc25
753,"Vallet, Josselin and Brun, Olivier",Adaptive routing in IP networks using SNMP link counts,2013,itc25
754,"Vanlerberghe, Jasper and Maertens, Tom and Walraevens, Joris and De Vuyst, Stijn and Bruneel, Herwig",A hybrid analytical/simulation optimization of Generalized Processor Sharing,2013,itc25
755,"Dai, Wei and Jordan, Scott",Modeling ISP tier design,2013,itc25
756,"Guo, Xueying and Zhou, Sheng and Niu, Zhisheng and Kumar, PR",Optimal wake-up mechanism for single base station with sleep mode,2013,itc25
757,"Farina, Fabio and Szegedi, Peter and Sobieski, Jerry",GEANT World Testbed Facility,2014,itc26
758,"Hyyti{\""a}, Esa and Righter, Rhonda and Aalto, Samuli",Energy-aware Job Assignment in Server Farms with Setup Delays under LCFS and PS,2014,itc26
759,"Saito, Hiroshi",How our network avoids disasters,2014,itc26
760,"Wang, Yinghui and Down, Douglas",On resource pooling in SITA-like parallel server systems,2014,itc26
761,"Mokhti, ZA and Tasker, PJ and Lees, J",Analyzing the improvement in efficiency through the integration of class-F power amplifiers compared to class-AB in an envelope tracking architecture,2014,itc26
762,"Taboada, I and Jacko, P and Ayestaa, U and Liberal, F",Opportunistic scheduling of flows with general size distribution in wireless time-varying channels,2014,itc26
763,"Bolla, Raffaele and Chiappero, Marco and Giribaldi, Maurizio and Repetto, Matteo",A client-side architecture to support energy efficiency for upcoming networks,2014,itc26
764,"Bolla, Raffaele and Bruschi, Roberto and Davoli, Franco and Lago, Paolo",Trading off power consumption and delay in packet forwarding engines with adjustable service rate,2014,itc26
765,"Gouvas, Panagiotis and Zafeiropoulos, Anastasios",A novel development paradigm for deploying applications over programmable infrastructure,2014,itc26
766,"Ali, Arshad and Elavoubi, Salah Eddine",Design and performance evaluation of site sleep mode in LTE mobile networks,2014,itc26
767,"Xin, Yufeng and Baldin, Ilya and Heermann, Chris and Mandal, Anirban and Ruth, Paul",Scaling up applications over distributed clouds with dynamic layer-2 exchange and broadcast service,2014,itc26
768,"Bianchi, Giuseppe and Bonola, Marco and Picierro, Giulio and Pontarelli, Salvatore and Monaci, Marco",StreaMon: a Software-defined Monitoring Platform,2014,itc26
769,"Ricart, Glenn",US Ignite testbeds: Advanced testbeds enable next-generation applications,2014,itc26
770,"Garroppo, Rosario G and Nencioni, Gianfranco and Procissi, Gregorio and Tavanti, Luca and Gendron, Bernard",Energy efficiency and traffic offloading in WLANs with caching and mesh capabilities,2014,itc26
771,"Jaskola, Przemyslaw and Arabas, Piotr and Karbowski, Andrzej",Combined calculation of optimal routing and bandwidth allocation in energy aware networks,2014,itc26
772,"Hekkala, Atso and Boumard, Sandrine and Lasanen, Mika",Exponential companding and active constellation extension comparisons for PAPR reduction,2014,itc26
773,"Bruschi, Roberto and Lombardo, Alfio and Morabito, Giacomo and Riccobene, Vincenzo and Bolla, Raffaele and Davoli, Franco and Lombardo, Chiara",Green extension of OpenFlow,2014,itc26
774,"Farhadi, Hamid and Furuhashi, Ryoji and Nakao, Akihiro",Security considerations in OpenTag network,2014,itc26
775,"Fiadino, Pierdomenico and D'Alconzo, Alessandro and Bar, Arian and Finamore, Alessandro and Casas, Pedro",On the detection of network traffic anomalies in content delivery network services,2014,itc26
776,"Boumard, Sandrine and Lasanen, Mika and Apilo, Olli and Hekkala, Atso and Cassan, Cedric and Verdeil, Jean-Philippe and David, Jerome and Pichon, Ludovic","Power consumption trade-off between power amplifier OBO, DPD, and clipping and filtering",2014,itc26
777,"Kamiyama, Noriaki",Feasibility analysis of content charge by ISPs,2014,itc26
778,"Abji, Nadeem and Tizghadam, Ali and Leon-Garcia, Alberto",Energy storage for IP over WDM networks with renewable energy,2014,itc26
779,"Hoekstra, GJ and van der Mei, RD and Bosman, JW",Traffic splitting policies in parallel queues with concurrent access: A comparison,2014,itc26
780,"Gonzalez, G and Perez, R and Becedas, J and Latorre, MJ and Pedrera, F",Measurement and modelling of PlanetLab network impairments for Fed4FIRE's geo-cloud experiment,2014,itc26
781,"Kawahara, Ryoichi and Tonomura, Yoshihide",Mobile QoS tomography using compressed sensing,2014,itc26
782,"Darzanos, George and Papafili, Ioanna and Stamoulis, George D",A socially-aware ISP-friendly mechanism for efficient content delivery,2014,itc26
783,"Ickin, Selim and Zinner, Thomas and Wac, Katarzyna and Fiedler, Markus",Catching the download train: Energy-efficient file downloading on smartphones,2014,itc26
784,"Inoue, Masuqi", NerveNet: A Regional - Area Network for Resilient Local Information Sharing and Communications,2014,itc26
785,"Wittevrongel, S and De Vuyst, S and Sys, C and Bruneel, H",A reservation-based scheduling mechanism for fair QoS provisioning in packet-based networks,2014,itc26
786,"Hafsaoui, Aymen and Urvoy-Keller, Guillaume and Siekkinen, Matti",TimeAudit: Blind dissection and analysis of transaction delays in enterprise networks,2014,itc26
787,"Braud, Tristan and Heusse, Martin and Duda, Andrzej",TCP over large buffers: When adding traffic improves latency,2014,itc26
788,"Bavier, Andy and Chen, Jim and Mambretti, Joe and McGeer, Rick and McGeer, Sean and Nelson, Jude and O'Connell, Patrick and Ricart, Glenn and Tredger, Stephen and Coady, Yvonne",The GENI experiment engine,2014,itc26
789,"Baroffio, Luca and Cesana, Matteo and Redondi, Alessandro and Tagliasacchi, Marco",Performance evaluation of object recognition tasks in visual sensor networks,2014,itc26
790,"Belabed, Dallal and Secci, Stefano and Pujolle, Guy and Medhi, Deep",Impact of virtual bridging on virtual machine placement in data center networking,2014,itc26
791,"Al-Hazmi, Yahya and Willner, Alexander and Ozpehlivan, Ozan O and Nehls, Daniel and Covaci, Stefan and Magedanz, Thomas",An automated health monitoring solution for future Internet infrastructure marketplaces,2014,itc26
792,"Al-Hazmi, Yahya and Gonzalez, Jose and Rodriguez-Archilla, Pablo and Alvarez, Federico and Orphanoudakis, T and Karkazis, P and Magedanz, Thomas",Unified representation of monitoring information across federated cloud infrastructures,2014,itc26
793,"Ayoubi, Sara and Chen, Yiheng and Assi, Chadi",Pro-Red: Prognostic redesign of survivable virtual networks for cloud data centers,2014,itc26
794,"Belhareth, Sonia and Lopez-Pacheco, Dino and Sassatelli, Lucile and Collange, Denis and Urvoy-Keller, Guillaume",Understanding synchronization in TCP Cubic,2014,itc26
795,"Bhat, Divyashri and Riga, Niky and Zink, Michael",Towards seamless application delivery using software defined exchanges,2014,itc26
796,"Neumayer, Sebastian", On the Robustness of Network Infrastructures to Disasters and Physical Attacks,2014,itc26
797,"Nomikos, George and Pantazopoulos, Panagiotis and Karaliopoulos, Merkourios and Stavrakakis, Ioannis",Comparative assessment of centrality indices and implications on the vulnerability of ISP networks,2014,itc26
798,"Petreska, Neda and Al-Zubaidy, Hussein and Gross, James",Power minimization for industrial wireless networks under statistical delay constraints,2014,itc26
799,"Pechlivanidou, Katerina and Katsalis, Kostas and Igoumenos, Ioannis and Katsaros, Dimitrios and Korakis, Thanasis and Tassiulas, Leandros",NITOS testbed: A cloud based wireless experimentation facility,2014,itc26
800,"Kostopoulos, Alexandros and Dimakis, Antonis and Courcoubetis, Costas",Economic incentives for adopting congestion accountability protocols,2014,itc26
801,"Mukhopadhyay, Arpan and Mazumdar, Ravi R.",Rate-based randomized routing in large heterogeneous processor sharing systems,2014,itc26
802,"Schwartz, Christian and Hirth, Matthias and Hobfeld, Tobias and Tran-Gia, Phuoc",Performance model for waiting times in cloud file synchronization services,2014,itc26
803,"Marbukh, V",On systemic risk in the cloud computing model,2014,itc26
804,"WATANABE, Hitoshi",A reliability model for design and operation of telecommunication network considering disaster conditions,2014,itc26
805,"Mambretti, Joe and Chen, Jim and Yeh, Fei","Software-Defined Network Exchanges (SDXs): Architecture, services, capabilities, and foundation technologies",2014,itc26
806,"Olmos, Felipe and Kauffmann, Bruno and Simonian, Alain and Carlinet, Yannick",Catalog Dynamics: Impact of Content Publishing and Perishing on the Performance of a LRU Cache,2014,itc26
807,"Turk, Stefan and Noack, Johannes and Radeke, Rico and Lehnert, Ralf",Strategic migration optimization of urban access networks using meta-heuristics,2014,itc26
