id,author,title,year,citation,tag

2177,"Washington, Nicki and Perros, Harry",Performance Analysis of Traffic-Groomed Optical Networks Employing Alternate Routing Techniques,2007,3,itc20

2178,"Borst, Sem and Saniee, Iraj and Whiting, Phil",Distributed Dynamic Load Balancing in Wireless Networks,2007,19,itc20

2179,"Bziuk, Wolfgang",Uniform Approximations for Multirate Loss Systems with State Dependent Arrival Rates,2007,0,itc20

2180,"Alouf, Sara and Dandoush, Abdulhalim and Nain, Philippe",Performance Analysis of Peer-to-Peer Storage Systems,2007,31,itc20

2181,"Leino, Juha and Penttinen, Aleksi and Virtamo, Jorma",Approximating Flow Throughput in Complex Data Networks,2007,3,itc20

2182,"Oikonomou, K.N. and Ramakrishnan, K.K. and Doverspike, R.D. and Chiu, A. and Martinez-Heath, M. and Sinha, R.K.",Performability Analysis of Multi-layer Restoration in a Satellite Network,2007,1,itc20

2183,"Ray, Saikat and Gu\'{e}rin, Roch and Sofia, Rute",Distributed Path Computation Without Transient Loops: An Intermediate Variables Approach,2007,9,itc20

2184,"Eum, Suyong and Harris, Richard J. and Atov, Irena",Traffic Matrix Estimation Based on Markovian Arrival Process of Order Two (MAP-2),2007,2,itc20

2185,"Wakamiya, Naoki and Murata, Masayuki",Bio-inspired Analysis of Symbiotic Networks,2007,8,itc20

2186,"Lee, Moon H. and Dudin, Sergey and Klimenok, Valentina",Queueing Model with Time-Phased Batch Arrivals,2007,21,itc20

2187,"Spaey, Kathleen and Blondia, Chris",Analysis of the Influence of Video-Aware Traffic Management on the Performance of the Dejittering Mechanism,2007,0,itc20

2188,"Niu, Zhisheng and Zhu, Yanfeng and Benetis, Vilius",A Phase-Type Based Markov Chain Model for IEEE 802.16e Sleep Mode and Its Performance Analysis,2007,30,itc20

2189,"Saddi, Walid and Guillemin, Fabrice",Measurement Based Modeling of eDonkey Peer-to-Peer File Sharing System,2007,18,itc20

2190,"Norros, Ilkka and Prabhu, Balakrishna and Reittu, Hannu",On Uncoordinated File Distribution with Non-altruistic Downloaders,2007,8,itc20

2191,"Baiocchi, Andrea and Todini, Alfredo and Valletta, Andrea",Analytic Modeling of Ad Hoc 802.11 Networks with Hidden Nodes Applied to a Split Channel Solution for Performance Improvement,2007,0,itc20

2192,"Thouin, Frederic and Coates, Mark",Video-on-Demand Server Selection and Placement,2007,11,itc20

2193,"Sun, Jinsheng and Zukerman, Moshe",Improving RED by a Neuron Controller,2007,5,itc20

2194,"Jansen, Lasse and Gojmerac, Ivan and Menth, Michael and Reichl, Peter and Tran-Gia, Phuoc",An Algorithmic Framework for Discrete-Time Flow-Level Simulation of Data Networks,2007,5,itc20

2195,"Hong, Yang and Yang, Oliver W.W.",Self-tuning Optimal PI Rate Controller for End-to-End Congestion With LQR Approach,2007,0,itc20

2196,"Sousa-Vieira, M.E. and Su\'{a}rez-Gonz\'{a}lez, A. and L\'{o}pez-Ardao, J.C. and Fern\'{a}ndez-Veiga, M. and L\'{o}pez-Garc\'{\i}a, C.",On the Flexibility of M/G/$\infty$ Processes for Modeling Traffic Correlations,2007,-1,itc20

2197,"M\""{a}der, Andreas and Staehle, Dirk and Barth, Hans",A Novel Performance Model for the HSDPA with Adaptive Resource Allocation,2007,10,itc20

2198,"Bae, Jinhun and Kim, Kitae and Kim, Keonwook",Co-MAC: Energy Efficient MAC Protocol for Large-Scale Sensor Networks,2007,2,itc20

2199,"Siekkinen, M. and Urvoy-Keller, G. and Biersack, E.W.",On the Interaction Between Internet Applications and TCP,2007,9,itc20

2200,"Eger, Kolja and Killat, Ulrich",TCPeer: Rate Control in P2P over IP Networks,2007,8,itc20

2201,"Zhou, Jiazhen and Mitchell, Kenneth",A Delay Based Multipath Optimal Route Analysis for Multi-hop CSMA/CA Wireless Mesh Networks,2007,10,itc20

2202,"Bahri, Abderraouf and Chamberland, Steven",Algorithms for Designing WDM Networks and Grooming the Traffic,2007,0,itc20

2203,"Roijers, Frank and van den Berg, Hans and Mandjes, Michel",Fluid-Flow Modeling of a Relay Node in an IEEE 802.11 Wireless Ad-Hoc Network,2007,8,itc20

2204,"van der Mei, R.D. and Resing, J.A.C.",Polling Models with Two-Stage Gated Service: Fairness Versus Efficiency,2007,16,itc20

2205,"Kumar, Dinesh and Altman, Eitan and Kelif, Jean-Marc",Globally Optimal User-Network Association in an 802.11 WLAN \& 3G UMTS Hybrid Cell,2007,-1,itc20

2206,"Ibrahim, Ali and Roberts, James",Modeling IEEE 802.11 in Mesh Networks,2007,0,itc20

2207,"Sakurai, Taka and Ivanovich, Milosh and Fitzpatrick, Paul",Approximating the Admission Region for Multi-resource CAC in Wireless Networks,2007,1,itc20

2208,"Chabchoub, Yousra and Fricker, Christine and Guillemin, Fabrice and Robert, Philippe",Deterministic Versus Probabilistic Packet Sampling in the Internet,2007,19,itc20

2209,"Moon, Bongkyo",A Resource Scheduling Scheme for Radio Access in Portable Internet,2007,0,itc20

2210,"Kubilinskas, Eligijus and Aslam, Faisal and Dzida, Mateusz and Pi\'{o}ro, Micha{\l}","Recovery, Routing and Load Balancing Strategy for an IP/MPLS Network",2007,2,itc20

2211,"Djukic, Petar and Valaee, Shahrokh",Quality-of-Service Provisioning for Multi-service TDMA Mesh Networks,2007,11,itc20

2212,"Leibnitz, Kenji and Ho{\ss}feld, Tobias and Wakamiya, Naoki and Murata, Masayuki",Peer-to-Peer vs.~Client/Server: Reliability and Efficiency of a Content Distribution Service,2007,26,itc20

2213,"Kuri, Josu\'{e} and Kalonji, Ndiata",Hierarchical Infrastructure-Based Overlay Network for Multicast Services,2007,3,itc20

2214,"Noel, Eric C. and Johnson, Carolyn R.",Initial Simulation Results That Analyze SIP Based VoIP Networks Under Overload,2007,46,itc20

2215,"M, Batalla Jordi and Robert, Janowski",Provisioning Dedicated Class of Service for Reliable Transfer of Signaling Traffic,2007,11,itc20

2216,"Aalto, Samuli and Lassila, Pasi",Impact of Size-Based Scheduling on Flow Level Performance in Wireless Downlink Data Channels,2007,27,itc20

2217,"Aug\'{e}, J. and Roberts, J.",A Statistical Bandwidth Sharing Perspective on Buffer Sizing,2007,0,itc20

2218,"Xie, Gaogang and Zhang, Guangxing and Yang, Jianhua and Min, Yinghua and Issarny, Valerie and Conte, Alberto",Survey on Traffic of Metro Area Network with Measurement On-Line,2007,29,itc20

2219,"Rico-P\'{a}ez, Andr\'{e}s and Rodr\'{\i}guez-Estrello, Carmen B. and Cruz-P\'{e}rez, Felipe A. and Hern\'{a}ndez-Valdez, Genaro",Queueing Analysis of Mobile Cellular Networks Considering Wireless Channel Unreliability and Resource Insufficiency,2007,5,itc20

2220,"Song, X. and Ali, M. Mehmet",A Performance Analysis of Tandem Networks with Markovian Sources,2007,2,itc20

2221,"Zhao, Miao and Ma, Ming and Yang, Yuanyuan",Opportunistic Medium Access Control in MIMO Wireless Mesh Networks,2007,2,itc20

2222,"Garcia-Roger, David and Domenech-Benlloch, M. a Jose and Martinez-Bauset, Jorge and Pla, Vicent",Adaptive Admission Control in Mobile Cellular Networks with Streaming and Elastic Traffic,2007,4,itc20

2223,"Avramova, Zlatka and De Vleeschauwer, Danny and Wittevrongel, Sabine and Bruneel, Herwig",Dimensioning Multicast-Enabled Networks for IP-Transported TV Channels,2007,9,itc20

2224,"Bordenave, Charles and McDonald, David and Proutiere, Alexandre",Random Multi-access Algorithms in Networks with Partial Interaction: A Mean Field Analysis,2007,2,itc20

2225,"Ha{\ss}linger, Gerhard and Mende, Joachim and Geib, R\""{u}diger and Beckhaus, Thomas and Hartleb, Franz",Measurement and Characteristics of Aggregated Traffic in Broadband Access Networks,2007,30,itc20

2226,"Leon-Garcia, Alberto",Towards Autonomic Communications,2007,0,itc20

2227,"Bhulai, Sandjai and Sivasubramanian, Swaminathan and van der Mei, Rob and van Steen, Maarten",Modeling and Predicting End-to-End Response Times in Multi-tier Internet Applications,2007,12,itc20

2228,"Coenen, Tom and de Graaf, Maurits and Boucherie, Richard J.",An Upper Bound on Multi-hop Wireless Network Performance,2007,5,itc20

2229,"Jelenkovi\'{c}, Predrag R. and Tan, Jian",Is ALOHA Causing Power Law Delays?,2007,32,itc20

2230,"Bhandari, Saurabh and Choi, Baek-Young and Park, Eun K.",Hybrid Topology for Multicast Support in Constrained WDM Networks,2007,3,itc20

2231,"de Lima, Alexandre B. and de A. Amazonas, Jos\'{e} R.",State-Space Modeling of Long-Range Dependent Teletraffic,2007,5,itc20

2232,"Tian, Wenhong and Perros, Harry",Analysis and Provisioning of a Circuit-Switched Link with Variable-Demand Customers,2007,9,itc20

2233,"Mitra, Debasis",Topics in Networking Research,2007,1,itc20

2234,"Joung, Jinoo and Song, Jongtae and Lee, Soonseok",Delay Bounds in Tree Networks with DiffServ Architecture,2007,0,itc20

2235,"Huang, Qian and Ko, King-Tim and Iversen, Villy B.",An Approximation Method for Multiservice Loss Performance in Hierarchical Networks,2007,12,itc20

2236,"Flavel, Ashley and Roughan, Matthew and Bean, Nigel and Maennel, Olaf",Modeling BGP Table Fluctuations,2007,11,itc20

2237,"Fiems, Dieter and Walraevens, Joris and Bruneel, Herwig",Performance of a Partially Shared Priority Buffer with Correlated Arrivals,2007,13,itc20

2238,"Zeng, Hongqing and Srinivasan, Anand and Cheng, Brian and Huang, Changcheng",Adaptive Congestion Control Under Dynamic Weather Condition for Wireless and Satellite Networks,2007,0,itc20

2239,"Ghosh, Samik and Li, Huan and Lee, Hee and Das, Prabir and Basu, Kalyan and Das, Sajal K.",Revisiting the Optimal Partitioning of Zones in Next Generation Cellular Networks: A Network Capacity Impact Perspective,2007,0,itc20

2240,"Gao, Zhenguo and Li, Xiang and Wang, Ling and Zhao, Jing and Zhao, Yunlong and Shi, Hongyu",BFGSDP: Bloom Filter Guided Service Discovery Protocol for MANETs,2007,2,itc20

2241,"Lee, Ian W.C. and Fapojuwo, Abraham O.",Understanding IP Traffic Via Cluster Processes,2007,1,itc20

2242,"Boxma, Onno J. and Sharma, Vinod and Prasad, D.K.",Performance Analysis of a Fluid Queue with Random Service Rate in Discrete Time,2007,1,itc20

2243,"Lam, Ngok and Dziong, Zbigniew and Mason, Lorne G.",Network Capacity Allocation in Service Overlay Networks,2007,12,itc20

2244,"Ciucu, Florin",Network Calculus Delay Bounds in Queueing Networks with Exact Solutions,2007,34,itc20

2245,"Olivier, Philippe",Internet Data Flow Characterization and Bandwidth Sharing Modelling,2007,3,itc20

2246,"Jha, Uma S.",Path Towards Network Convergence and Challenges,2007,1,itc20

2247,"Pr{\ae}stholm, Steffen and Schwefel, Hans-Peter and Andersen, S{\o}ren V.",A Comparative Study of Forward Error Correction and Frame Accumulation for VoIP over Congested Networks,2007,1,itc20

2248,"Tizghadam, Ali and Leon-Garcia, Alberto",A Robust Routing Plan to Optimize Throughput in Core Networks,2007,15,itc20

2249,"Kempken, Sebastian and Luther, Wolfram",Modeling of H.264 High Definition Video Traffic Using Discrete-Time Semi-Markov Processes,2007,19,itc20

2250,"Sharma, Vinod and Prasad, D.K. and Altman, Eitan",Opportunistic Scheduling of Wireless Links,2007,6,itc20

2251,"Drwiega, Tadeusz",Queues with Message Discard at Non-zero Cost,2007,0,itc20

2252,"van der Mei, R.D.",On a Unifying Theory on Polling Models in Heavy Traffic,2007,0,itc20

2253,"Naumov, Valeriy A. and Emstad, Peder J.",Analysis of Losses in a Bufferless Transmission Link,2007,5,itc20

2254,"Srikant, R.",Game-Theoretic Models of ISP-ISP and ISP-Customer Interactions,2007,0,itc20

2255,"de Haan, Roland and Boucherie, Richard J. and van Ommeren, Jan-Kees",The Impact of Interference on Optimal Multi-path Routing in Ad Hoc Networks,2007,14,itc20

2256,"Ho{\ss}feld, Tobias and Tran-Gia, Phuoc and Fiedler, Markus",Quantification of Quality of Experience for Edge-Based Applications,2007,69,itc20

2257,"Petrovic, Sanja and Brown, Patrick and Costeux, Jean-Laurent",Unfairness in the e-Mule File Sharing System,2007,9,itc20

2258,"Arvidsson, {\AA}ke and Hederstierna, Anders and Hellmer, Stefan",Simple and Accurate Forecasting of the Market for Cellular Mobile Services,2007,6,itc20

2259,"Granelli, Fabrizio and Kliazovich, Dzmitry and Hui, Jie and Devetsikiotis, Michael",Performance Optimization of Single-Cell Voice over WiFi Communications Using Quantitative Cross-Layering Analysis,2007,7,itc20

2260,"Li, Yuxi and Bai, Baochun and Harms, Janelle and Holte, Robert",Stable and Robust Multipath Oblivious Routing for Traffic Engineering,2007,7,itc20

2261,"Burmeister, Carsten and Killat, Ulrich and Weniger, Kilian",Power Control and Rate Adaptation in Multi-hop Access Networks - Is It Worth the Effort?,2007,0,itc20

2262,"G{\l}\k{a}bowski, Mariusz and Kaliszan, Adam and Stasiak, Maciej",On the Application of the Asymmetric Convolution Algorithm in Modeling of Full-Availability Group with Bandwidth Reservation,2007,6,itc20

2263,"Henjes, Robert and Menth, Michael and Himmler, Valentin",Impact of Complex Filters on the Message Throughput of the ActiveMQ JMS Server,2007,5,itc20

2264,"Susitaival, Riikka",Load Balancing by Joint Optimization of Routing and Scheduling in Wireless Mesh Networks,2007,3,itc20

2265,"Chatterjee, Shubhankar and MacGregor, Mike and Bates, Stephen",Generating LRD Traffic Traces Using Bootstrapping,2007,0,itc20

2266,"Binzenh\""{o}fer, Andreas and Leibnitz, Kenji",Estimating Churn in Structured P2P Networks,2007,41,itc20

2267,"Armolavicius, Romas",Simple Approximations of Delay Distributions and Their Application to Network Modeling,2007,3,itc20

2268,"Zhang, Zhenghao and Yang, Yuanyuan",Optical Packet Switches Enhanced with Electronic Buffering and Fixed Wavelength Conversion,2007,2,itc20

2269,"Liu, Lin and Yang, Yuanyuan",Fair Scheduling in Optical Burst Switching Networks,2007,5,itc20

2270,"Szczypiorski, Krzysztof and Lubacz, J\'{o}zef",Performance Evaluation of IEEE 802.11 DCF Networks,2007,12,itc20

2271,"Muraoka, Shun and Masuyama, Hiroyuki and Kasahara, Shoji and Takahashi, Yutaka",Performance Analysis of FEC Recovery Using Finite-Buffer Queueing System with General Renewal and Poisson Inputs,2007,6,itc20

2272,"Oechsner, Simon and Tran-Gia, Phuoc",Performance Evaluation of a Reliable Content Mediation Platform in the Emerging Future Internet,2007,1,itc20

2273,"Iversen, Villy B.",Reversible Fair Scheduling: The Teletraffic Theory Revisited,2007,16,itc20

2274,"Sarker, Jahangir and Dziong, Zbigniew and Gagnon, Francois",MUD Receiver Capacity Optimization for Wireless Ad Hoc Networks,2009,0,itc21

2275,"Staehle, Barbara and Staehle, Dirk and Pries, Rastin",Effects of Link Rate Assignment on the Max-Min Fair Throughput of Wireless Mesh Networks,2009,9,itc21

2276,"Altman, Eitan and Avratchenkov, Konstantin and Cottatellucci, Laura and Debbah, Merouane and He, Gaoning and Suarez, Alberto",Operating Point Selection in Multiple Access Rate Regions,2009,11,itc21

2277,"Ciucu, Florin and Hohlfeld, Oliver",Scaling of Buffer and Capacity Requirements of Voice Traffic in Packet Networks,2009,6,itc21

2278,"Rosenberg, Catherine",Multi-Hop Wireless Networks,2009,-1,itc21

2279,"Kobayashi, Kazutomo and Takahashi, Yukio and Takada, Hiroyuki",A Stochastic Network Calculus for Many Flows,2009,6,itc21

2280,"Bonald, Thomas and Oueslati, Sara and Roberts, James and Roger, Charlotte",SWING: Traffic Capacity of a Simple WDM Ring Network,2009,22,itc21

2281,"Ibrahim, Ali and Roberts, James",A Traffic-Oriented Approach for Channel Assignment in WLAN,2009,3,itc21

2282,"Flajolet, Philippe",Probabilistic Algorithms for Mining in Large Streams,2009,-1,itc21

2283,"Ghani, Nasir and Liu, Qing and Wang, Rui and Qiao, Yan and Xie, Chongyang and Seethamraju, Srikanth and Gumaste, Ashwin",Dynamic Topology Overlays for Multipoint Ethernet-over-SONET/SDH,2009,0,itc21

2284,"Uscumlic, Bogdan and Gravey, Annie and Cerutti, Isabella and Gravey, Philippe",Traffic Grooming in WDM Optical Packet Rings,2009,24,itc21

2285,"Kavitha, Veeraruna and Altman, Eitan",Queueing in Space: Design of Message Ferry Routes in Static Ad Hoc Networks,2009,29,itc21

2286,"Kompalli, Sayee and Mazumdar, Ravi R.",On a Positive Recurrence Criterion for Multidimensional Markov Chains with Application to the Stability of Slotted-Aloha with a Finite Number of Queues,2009,7,itc21

2287,"Undheim, Astrid and Emstad, Peder J.",Distribution of Loss Volume and Estimation of Loss for Aggregated Video Traffic,2009,1,itc21

2288,"Heusse, Martin and Urvoy-Keller, Guillaume and Duda, Andrzej",Layer 2 vs. Layer 3 Mechanisms for Improving TCP Performance in 802.11 Wireless LANs,2009,5,itc21

2289,"Brun, Olivier and Al Sheikh, Ahmad and Garcia, Jean-Marie",Flow-level Modelling of TCP Traffic Using GPS Queueing Networks,2009,6,itc21

2290,"Liu, William and Sirisena, Harsha and Pawlikowski, Krzysztof",FoF-R Ant-Based Survivable Routing Using Distributed Resilience Matrix,2009,2,itc21

2291,"Mazumdar, Ravi R.","Statistical Multiplexing, the Stochastic Knapsack and Admission Control",2009,1,itc21

2292,"Kim, Jung H. and Choi, Baek-Young and Beard, Cory",QoS and Channel Aware Packet Bundling for VoIP Traffic in Cellular Networks,2009,2,itc21

2293,"Tizghadam, Ali and Leon-Garcia, Alberto",A Graph Theoretical Approach to Traffic Engineering and Network Control Problem,2009,18,itc21

2294,"Osipova, Natalia and Ayesta, Urtzi and Avrachenkov, Konstantin",Optimal Policy for Multi-Class Scheduling in a Single Server Queue,2009,7,itc21

2295,"\Osterb\o, Olav",A Discrete Time Queueing Model for End-to-End Delay and Jitter Analysis,2009,5,itc21

2296,"Meng, Lehan and El-Najjar, Jad and Assi, Chadi and Alazemi, Hamed",A Joint Transmission Grant Scheduling and Wavelength Assignment in Multichannel SG-EPON,2009,30,itc21

2297,"Ho, Ivan W.-H. and Leung, Kin K. and Polak, John W.",Connectivity Dynamics for Vehicular Ad-Hoc Networks in Signalized Road Systems,2009,12,itc21

2298,"Lundqvist, Henrik",Admission Control with Resource Reallocation,2009,5,itc21

2299,"Kumar, Dinesh and Chahed, Tijani and Altman, Eitan",Analysis of a Fountain Codes Based Transport in an 802.11 WLAN Cell,2009,15,itc21

2300,"Pries, Rastin and Staehle, Dirk and Oechsner, Simon and Menth, Michael and Menth, Stefan and Tran-Gia, Phuoc",On the Unfair Channel Access Phenomenon in Wireless LANs,2009,4,itc21

2301,"Courcoubetis, Costas and Dimakis, Antonis",Congestion Control and Pricing of Volume Intensive Applications,2009,1,itc21

2302,"Patankar, Pushkar and Nam, Gunwoo and Kesidis, George and Konstantopoulos, Takis and Das, Chita R.",Peer-To-Peer Unstructured Anycasting Using Correlated Swarms,2009,8,itc21

2303,"Noel, Eric and Johnson, Carolyn",Novel Overload Controls for SIP Networks,2009,44,itc21

2304,"Hamidian, Ali and K�rner, Ulf",Distributed Reservation-Based QoS in Ad Hoc Networks With Internet Access Connectivity,2009,7,itc21

2305,"Bianchi, Giuseppe and Blefari-Melazzi, Nicola and Bracciale, Lorenzo and Lo Piccolo, Francesca and Salsano, Stefano",Fundamental Delay Bounds in Peer-to-Peer Chunk-Based Real-Time Streaming Systems,2009,9,itc21

2306,"Truong, Patrick and Guillemin, Fabrice",Identification of Heavyweight Address Prefix Pairs in IP Traffic,2009,5,itc21

2307,"Vu-Brugier, Guillaume",Analysis of the Impact of Early Fiber Access Deployment on Residential Internet Traffic,2009,15,itc21

2308,"Gloaguen, Catherine and Voss, Florian and Schmidt, Volker",Parametric Distance Distributions for Fixed Access Network Analysis and Planning,2009,20,itc21

2309,"Brown, Patrick and Petrovic, Sanja",A New Statistical Approach to Estimate Global File Populations in the eDonkey P2P File Sharing System,2009,9,itc21

2310,"Zaghloul, Said and Bziuk, Wolfgang and Jukan, Admela",A Novel Analytical Framework for Mobility Modeling in All-IP Wireless Systems,2009,1,itc21

2311,"Miretskiy, Denis and Scheinhardt, Werner and Mandjes, Michel",Backpressure-Based Control Protocols: Design and Computational Aspects,2009,2,itc21

2312,"Larroca, Federico and Rougier, Jean-Louis",Robust Regression for Minimum-Delay Load-Balancing,2009,3,itc21

2313,"Kamiyama, Noriaki",Efficiently Adding Link Facilities to Improve Quality Stability at Failures,2009,1,itc21

2314,"Ori, Katsunori and Okuyama, Takafumi and Takahashi, Yutaka",On Appropriate Intervals for Active Measurement of Packet Transmission Delays,2009,0,itc21

2315,"Dandoush, Abdulhalim and Alouf, Sara and Nain, Philippe",Simulation Analysis of Download and Recovery Processes in P2P Storage Systems,2009,13,itc21

2316,"Le Cadre, H\'{e}l\`{e}ne and Bouhtou, Mustapha and Tuffin, Bruno",Modeling MNO and MVNO�s Dynamic Interconnection Relations: Is Cooperative Content Investment Protable for Both Providers?,2009,9,itc21

2317,"Femminella, Mauro and Francescangeli, Roberto and Giacinti, Francesco and Parisi, Alessandro and Maccherani, Emanuele and Reali, Gianluca",Scalability and Performance Evaluation of a JAIN SLEE-Based Platform for VoIP Services,2009,21,itc21

2318,"Norros, Ilkka",A Mean-field Approach to Some Internet-like Random Networks,2009,4,itc21

2319,"Baiocchi, Andrea",Variability of Service Times and Throughput Efficiency Trade-Off in IEEE 802.11 DCF,2009,2,itc21

2320,"Roberts, James",What QoS for the future Internet?,2009,-1,itc21

2321,"Nousiainen, Jarno and Virtamo, Jorma and Lassila, Pasi",Maximum Weight Independent Sets in an Infinite Plane,2009,2,itc21

2322,"Chabchoub, Yousra and Fricker, Christine and Hanene, Mohamed",Analysis of a Bloom Filter Algorithm via the Supermarket Model,2009,10,itc21

2323,"Fortuny, C\'{e}dric and Brun, Olivier and Hamouda, Mohamed Zied Ben and Garcia, Jean-Marie",Integration of Equipment Constraints in the Capacity-Planning Process,2009,1,itc21

2324,"Quoitin, Bruno and van den Schrieck, Virginie and Francois, Pierre and Bonaventure, Olivier",IGen: Generation of Router-level Internet Topologies Through Network Design Heuristics,2009,47,itc21

2325,"Soudan, Sebastien and Vicat-Blanc Primet, Pascale",Mixing Malleable and Rigid Bandwidth Requests for Optimizing Network Provisioning,2009,2,itc21

2326,"Chen, Yiping and Han, Bing and Leblet, Jimmy and Simon, Gwendal and Straub, Gilles",Network-Friendly Box-Powered Video Delivery System,2009,5,itc21

2327,"Winter, Rolf",Two Steps Towards Practical Compact Routing,2009,4,itc21

2328,"Courcoubetis, Costas and Kalogiros, Costas and Weber, Richard",Optimal Call Routing in VoIP,2009,3,itc21

2329,"Beshir, Anteneh and Kuipers, Fernando and Orda, Ariel and van Mieghem, Piet",On-line Survivable Routing in WDM Networks,2009,10,itc21

2330,"Borst, Sem and Saniee, Iraj and Walid, Anwar",An Analytical Model for Provisioning of Emerging Personalized Content Distribution Services,2009,3,itc21

2331,"Luo, Weizhi and Bodanese, Eliane",Adaptive and Efficient Radio Access Selection and Optimisation in a Heterogeneous Communication Environment,2009,0,itc21

2332,"Chiaraviglio, Luca and Ciullo, Delia and Meo, Michela and Marsan, Marco Ajmone",Energy-Efficient Management of UMTS Access Networks,2009,255,itc21

2333,"Garcia-Jimenez, Santiago and Maga\ {n}a, Eduardo and Morato, Daniel and Izal, Mikel",Improving Efficiency of IP Alias Resolution Based on Offsets Between IP Addresses,2009,3,itc21

2334,"Medard, Muriel",Bringing Network Coding into the Network,2009,-1,itc21

2335,"Haddadi, Hamed and Fay, Damien and Jamakovic, Almerima and Maennel, Olaf and Moore, Andrew and Mortier, Richard and Uhlig, Steve",On the Importance of Local Connectivity for Internet Topology Models,2009,18,itc21

2336,"Sadiq, Bilal and de Veciana, Gustavo",Balancing SRPT Prioritization vs Opportunistic Gain in Wireless Systems with Flow Dynamics,2010,22,itc22

2337,"Caniff, Andrew and Lu, Lei and Mi, Ningfang and Cherkasova, Lucy and Smirni, Evgenia",Fastrack for Taming Burstiness and Saving Power in Multi-Tiered Systems,2010,21,itc22

2338,"Post, John",IBM Global Technology Outlook,2010,-1,itc22

2339,"Mathieu, Fabien and Perino, Diego",On Resource Aware Algorithms in Epidemic Live Streaming,2010,5,itc22

2340,"Ho, Trong Viet and Bonaventure, Olivier and Deville, Yves and Pham, Quang Dung and Francois, Pierre",Using Local Search for Traffic Engineering in Switched Ethernet Networks,2010,8,itc22

2341,"Knightly, Ed",Urban-Scale Wireless Access from MHz to THz,2010,-1,itc22

2342,"Schneider, Joscha and Wagner, Joerg and Winter, Rolf and Kolbe, Hans-Joerg",Out of my Way -- Evaluating Low Extra Delay Background Transport in an ADSL Access Network,2010,33,itc22

2343,"Dhamdhere, Amogh and Francois, Pierre and Dovrolis, Constantine",A Value-Based Framework for Internet Peering Agreements,2010,39,itc22

2344,"Peeters, Gino T. and van Houdt, Benny",Design and Analysis of Multi-Carrier Multiple Access Systems without Feedback,2010,1,itc22

2345,"Guillemin, Fabrice M. and Knessl, Charles and van Leeuwaarden, Johan",Wireless Multi-Hop Networks with Stealing: Large Buffer Asymptotics,2010,2,itc22

2346,"Jin, Yu and Duffield, Nick and Haffner, Patrick and Sen, Subhabrata and Zhang, Zhi-Li",Inferring Applications at the Network Layer using Collective Traffic Statistics,2010,16,itc22

2347,"Aalto, Samuli and Lassila, Pasi and Savolainen, Petri and Tarkoma, Sasu",Segmented P2P Video-on-Demand: Modeling and Performance,2010,2,itc22

2348,"Rodriguez, Pablo","It's Financial Times, Network Financial Times",2010,-1,itc22

2349,"Moretti, Marco and Todini, Alfredo and Baiocchi, Andrea",Distributed Radio Resource Allocation for the Downlink of Multi-Cell OFDMA Radio Systems,2010,5,itc22

2350,"Bhulai, Sandjai and Hoekstra, Gerard and van der Mei, Rob",Optimal Concurrent Access Strategies in Mobile Communication Networks,2010,2,itc22

2351,"Cheung, Sing-Kong and Boucherie, Richard and Nunez-Queija, Rudesindo",Quasi-Stationary Analysis for Queues with Temporary Overload,2010,4,itc22

2352,"Iacovazzi, Alfonso and Baiocchi, Andrea",Optimum Packet Length Masking,2010,18,itc22

2353,"En-Najjary, Taoufik and Urvoy-Keller, Guillaume and Pietrzyk, Marcin",Application-Based Feature Selection for Internet Traffic Classification,2010,22,itc22

2354,"Timmer, Judith and Scheinhardt, Werner",How to Share the Cost of Cooperating Queues in a Tandem Network,2010,12,itc22

2355,"Hasslinger, Gerhard and Hohlfeld, Oliver",Efficiency of Caches for Content Distribution in the Internet,2010,25,itc22

2356,"Towsley, Don",Towards a Network Measurement Science,2010,-1,itc22

2357,"Tirana, Plarent and Medhi, Deep",Congestion Avoidance in S-CSCF Selection in an IMS Network,2010,2,itc22

2358,"Happenhofer, Marco and Egger, Christoph and Reichl, Peter",Quality of Signaling: a New Concept for Evaluating the Performance of Non-INVITE SIP Transactions,2010,13,itc22

2359,"Zinner, Thomas and Tutschku, Kurt and Nakao, Akihiro and Tran-Gia, Phuoc","Optimal Routing in Parallel, Non-Observable Queues and the Price of Anarchy Revisited",2010,21,itc22

2360,"Tan, Jian and Wei, Wei and Jiang, Bo and Shroff, Ness B. and Towsley, Don",Can Multi-Path Mitigate Power Law Delays? -- Effects of Parallelism on Tail Performance,2010,3,itc22

2361,"Kurant, Maciej and Markopoulou, Athina and Thiran, Patrick",On the Bias of Breadth First Search (BFS) and of Other Graph Sampling Techniques,2010,-1,itc22

2362,"Feldman, Anna",An Opportunity for ISP and Application Collaboration,2010,-1,itc22

2363,"Beard, Cory and Choi, Baek-Young and Park, Hyungbae",QoS and Channel Aware Packet Bundling for VoIP and Data Traffic in Multi-Carrier Cellular Networks,2010,1,itc22

2364,"Habib, M. Farhan and Molle, Mart",Efficient Computation of Queueing Delay at a Network Port from Output Link Traces,2010,1,itc22

